0;Los Angeles International Airport (LAX);33.9438939769847;-118.405022621155
1;Disneyland;33.809319402177;-117.919950485229
2;San Francisco International Airport (SFO);37.6163730618889;-122.386107444763
3;987 FM;34.1532596935053;-118.335821628571
4;STAPLES Center;34.0430586601576;-118.267242908478
5;Bottega Louie;34.0470746663753;-118.256567716599
6;Dodger Stadium;34.0735462100189;-118.240098953247
7;Bob Hope Airport (Burbank Airport) (BUR);34.1963983167645;-118.352108001709
8;Wurstküche;34.0456900880384;-118.236193656921
9;ArcLight Cinemas Hollywood;34.0971465270391;-118.328102231026
10;McCarran International Airport (LAS);36.0852108870022;-115.150752067566
11;Hollywood Bowl;34.1122398157714;-118.33865404129
12;Super Bowl Sunday;32.7478682263304;-97.093563079834
13;Urth Caffé;34.0820794256884;-118.378888517618
14;Runyon Canyon County Park;34.1066523258778;-118.349876403809
15;John F. Kennedy International Airport (JFK);40.6451219183695;-73.7834930419922
16;Father's Office;34.0303448686797;-118.384605646133
17;Kogi BBQ;33.8584421519279;-118.099851608276
18;Dallas/Fort Worth International Airport (DFW);32.897605780066;-97.0405197143555
19;Seattle-Tacoma International Airport (SEA);47.4436465828091;-122.302594184875
20;Pink's Hot Dogs;34.0838588293887;-118.344200849533
21;The Grove;34.0721953904804;-118.357536792755
22;Shandrow Group;33.830638;-118.184636
23;Chicago O'Hare International Airport (ORD);41.9772709200416;-87.9044008255005
24;Los Angeles Union Station;34.0558416560232;-118.236043453217
25;Denver International Airport (DEN);39.8519728927879;-104.673743247986
26;The Getty Center;34.0772963987138;-118.474073410034
27;The Abbey Food & Bar;34.0834034300044;-118.385278880596
28;Porto's Bakery & Cafe;34.167691;-118.34666423
29;Bay Cities Italian Deli & Bakery;34.017839;-118.489093
30;Umami Burger;34.0988339;-118.329089
31;The Edison;34.051183819522;-118.245179057121
32;Universal Studios Hollywood;34.137063705091;-118.355584144592
33;Dillon's Irish Pub & Grill;34.1016952294365;-118.326530456543
34;The Griddle Cafe;34.0978706044267;-118.362268209457
35;Amoeba Music;34.097848393556;-118.329083919525
36;Urth Caffe;34.004263;-118.485745
37;Santa Monica Pier;34.0084224409826;-118.49856197834
38;Intelligentsia Coffee & Tea;33.9910867996437;-118.466930016875
39;Porto's Bakery & Cafe;34.15040935;-118.255276
40;Philippe the Original;34.059657;-118.236993
41;Hartsfield-Jackson Atlanta International Airport (ATL);33.640633386601;-84.4350814819336
42;Kitchen 24 (K24);34.1000827779467;-118.329346776009
43;Griffith Observatory;34.1185552780982;-118.300588130951
44;The Bazaar by Jose Andres;34.069807;-118.376612
45;Gjelina;33.9905085874851;-118.464980721474
46;Intelligentsia Coffee & Tea;34.0920378295679;-118.280235528946
47;In-N-Out Burger;34.098239304029;-118.34166482091
48;Pink Taco;34.0590415480537;-118.420429229736
49;Phoenix Sky Harbor International Airport (PHX);33.4354525020701;-112.007117271423
50;M Street Kitchen (formerly La Grande Orange);34.0065480675031;-118.488439321518
51;LACMA;34.0632634429613;-118.358974456787
52;Pizzeria Mozza;34.083123;-118.338779516667
53;Lomography Gallery Store LA;34.0906784198686;-118.364741206169
54;UniversityDecisions.com;33.463597;-111.923057
55;LaGuardia Airport (LGA);40.7743018636372;-73.8719201087952
56;Diddy Riese;34.063093;-118.44702149
57;Disney California Adventure;33.8085973225859;-117.918909788132
58;Angel Stadium of Anaheim;33.8000232760363;-117.883019149303
59;Umami Burger;34.1006113811315;-118.290545940399
60;Sprinkles Cupcakes;34.069562;-118.406025767326
61;Newark Liberty International Airport (EWR);40.6920928987952;-74.1789150238037
62;Seven Grand;34.047057;-118.25591292
63;101 Coffee Shop;34.1054086372164;-118.323075771332
64;Rush Street;34.0229824456489;-118.394712209702
65;Madison Square Garden;40.7501830237152;-73.9922761917114
66;Urth Caffé;34.041962;-118.235181433333
67;New York Penn Station;40.7509214;-73.9925643
68;Swingers;34.076008;-118.364879
69;Tito's Tacos;34.0082023209742;-118.414571285248
70;Hollywood Roosevelt- A Thompson Hotel;34.1009667427611;-118.341679573059
71;Whole Foods;34.0010959180157;-118.469696044922
72;Joan's on Third;34.072828;-118.371867
73;Alcove Cafe & Bakery;34.1062259203963;-118.287686705589
74;Toast Bakery Cafe;34.0726173333333;-118.36889021
75;Target;34.0897010530007;-118.344597816467
76;Pete's Cafe & Bar;34.0479969652416;-118.247201442719
77;Umami Burger;34.0590993227718;-118.345010876656
78;Father's Office;34.02940528;-118.498436
79;Fred 62;34.10462910161;-118.291546404362
80;The Oinkster;34.13945369;-118.210508823395
